Date,Country,Tonnes
2005-12,Tajikistan,1.25
2005-12,Malawi,0.4
2005-12,Suriname,0.98
2005-12,Burundi,0.03
2005-12,Comoros,0.02
2005-12,Mauritania,0.36
2005-12,Eritrea,0.0
2005-12,Serbia,13.0
2006-03,China,599.98
2006-03,Japan,765.22
2006-03,"Taiwan, China",423.31
2006-03,South Korea,14.25
2006-03,Russian Federation,386.52
2006-03,Saudi Arabia,142.95
2006-03,India,357.75
2006-03,Hong Kong SAR,2.08
2006-03,Singapore,127.4
2006-03,Mexico,3.94
2006-03,Malaysia,36.39
2006-03,Algeria,173.64
2006-03,Brazil,33.59
2006-03,Turkey,116.1
2006-03,United Kingdom,310.27
2006-03,United States of America,8134.98
2006-03,Thailand,83.98
2006-03,Norway,0.0
2006-03,Germany,3427.79
2006-03,Australia,79.78
2006-03,Poland,102.89
2006-03,Libya,143.82
2006-03,Indonesia,96.42
2006-03,Nigeria,21.37
2006-03,Canada,3.39
2006-03,Switzerland,1290.09
2006-03,Czech Republic,13.53
2006-03,France,2802.12
2006-03,Denmark,66.55
2006-03,Italy,2451.84
2006-03,Venezuela,356.75
2006-03,United Arab Emirates,0.0
2006-03,Romania,104.79
2006-03,Hungary,3.08
2006-03,Sweden,165.2
2006-03,Egypt,75.65
2006-03,South Africa,124.04
2006-03,Argentina,54.74
2006-03,Philippines,149.44
2006-03,Morocco,22.02
2006-03,Syrian Arab Republic,25.91
2006-03,Ukraine,24.26
2006-03,Chile,0.25
2006-03,Slovakia,35.12
2006-03,Colombia,10.16
2006-03,Peru,34.68
2006-03,Iraq,5.87
2006-03,Lebanon,286.83
2006-03,Kuwait,78.96
2006-03,Spain,457.75
2006-03,Kazakhstan,62.89
2006-03,Pakistan,65.27
2006-03,Croatia,0.0
2006-03,Belgium,227.68
2006-03,Netherlands,656.71
2006-03,Slovenia,5.05
2006-03,Bulgaria,39.79
2006-03,Austria,297.0
2006-03,Yemen,1.56
2006-03,Serbia,13.0
2006-03,Finland,49.14
2006-03,Trinidad and Tobago,1.9
2006-03,Jordan,12.78
2006-03,Qatar,0.59
2006-03,Oman,0.02
2006-03,Cyprus,14.47
2006-03,Tunisia,6.77
2006-03,Guatemala,6.86
2006-03,Lithuania,5.78
2006-03,Uruguay,0.26
2006-03,Bangladesh,3.5
2006-03,Bosnia and Herzegovina,0.0
2006-03,Costa Rica,0.06
2006-03,Sri Lanka,5.18
2006-03,Honduras,0.67
2006-03,Latvia,7.73
2006-03,Malta,0.22
2006-03,Portugal,417.44
2006-03,Bahrain,4.67
2006-03,Kenya,0.02
2006-03,Dominican Republic,0.57
2006-03,Estonia,0.25
2006-03,Ecuador,26.27
2006-03,Ghana,8.74
2006-03,El Salvador,7.9
2006-03,Nepal,4.01
2006-03,Bolivia,28.34
2006-03,Albania,2.15
2006-03,North Macedonia,6.79
2006-03,Paraguay,0.0
2006-03,Mauritius,1.92
2006-03,Azerbaijan,0.0
2006-03,Mozambique,2.34
2006-03,Cameroon,0.93
2006-03,Belarus,12.44
2006-03,Iceland,2.0
2006-03,Cambodia,12.44
2006-03,Congo,0.35
2006-03,Nicaragua,0.0
2006-03,Gabon,0.4
2006-03,Papua New Guinea,1.96
2006-03,Ireland,5.47
2006-03,Armenia,0.0
2006-03,Greece,107.99
2006-03,Kyrgyzstan,2.58
2006-03,Mongolia,1.99
2006-03,Aruba,3.11
2006-03,Lao PDR,4.53
2006-03,Chad,0.35
2006-03,Fiji,0.02
2006-03,Haiti,0.04
2006-03,Luxembourg,2.3
2006-03,Tajikistan,1.27
2006-03,Suriname,0.91
2006-03,Malawi,0.4
2006-03,Burundi,0.03
2006-03,Comoros,0.02
2006-03,Mauritania,0.36
2006-03,Eritrea,0.0
2006-06,China,599.98
2006-06,Japan,765.22
2006-06,"Taiwan, China",423.31
2006-06,Russian Federation,386.52
2006-06,South Korea,14.27
2006-06,Saudi Arabia,142.95
2006-06,India,357.75
2006-06,Singapore,127.4
2006-06,Hong Kong SAR,2.08
2006-06,Mexico,3.61
2006-06,Malaysia,36.39
2006-06,Algeria,173.64
2006-06,Brazil,33.6
2006-06,Turkey,116.1
2006-06,United Kingdom,310.26
2006-06,United States of America,8133.46
2006-06,Thailand,83.98
2006-06,Norway,0.0
2006-06,Libya,143.82
2006-06,Australia,79.78
2006-06,Poland,102.89
2006-06,Germany,3423.5
2006-06,Indonesia,96.42
2006-06,Nigeria,21.37
2006-06,Switzerland,1290.09
2006-06,Canada,3.39
2006-06,France,2776.06
2006-06,Czech Republic,13.51
2006-06,Denmark,66.55
2006-06,Italy,2451.84
2006-06,United Arab Emirates,0.0
2006-06,Argentina,54.74
2006-06,Venezuela,356.75
2006-06,Romania,104.76
2006-06,Sweden,163.3
2006-06,South Africa,124.07
2006-06,Egypt,75.64
2006-06,Hungary,3.08
2006-06,Philippines,146.3
2006-06,Morocco,22.02
2006-06,Chile,0.25
2006-06,Syrian Arab Republic,25.91
2006-06,Ukraine,24.88
2006-06,Slovakia,35.12
2006-06,Colombia,6.91
2006-06,Peru,34.68
2006-06,Lebanon,286.83
2006-06,Iraq,5.87
2006-06,Kazakhstan,59.8
2006-06,Pakistan,65.27
2006-06,Croatia,0.0
2006-06,Kuwait,78.96
2006-06,Netherlands,654.94
2006-06,Spain,457.75
2006-06,Bulgaria,39.78
2006-06,Belgium,227.68
2006-06,Austria,292.77
2006-06,Slovenia,5.05
2006-06,Serbia,13.0
2006-06,Yemen,1.56
2006-06,Trinidad and Tobago,1.91
2006-06,Finland,49.14
2006-06,Jordan,12.73
2006-06,Qatar,0.59
2006-06,Oman,0.02
2006-06,Cyprus,14.47
2006-06,Lithuania,5.78
2006-06,Guatemala,6.86
2006-06,Tunisia,6.77
2006-06,Uruguay,0.26
2006-06,Bangladesh,3.5
2006-06,Latvia,7.74
2006-06,Bosnia and Herzegovina,0.0
2006-06,Malta,0.11
2006-06,Sri Lanka,5.18
2006-06,Honduras,0.67
2006-06,Costa Rica,0.06
2006-06,Kenya,0.02
2006-06,Bahrain,4.67
2006-06,Dominican Republic,0.57
2006-06,Estonia,0.25
2006-06,Bolivia,28.34
2006-06,El Salvador,7.25
2006-06,Ghana,8.74
2006-06,Ecuador,26.27
2006-06,Nepal,4.01
2006-06,Portugal,417.41
2006-06,Azerbaijan,0.0
2006-06,North Macedonia,6.79
2006-06,Albania,2.15
2006-06,Paraguay,0.0
2006-06,Mauritius,1.92
2006-06,Cameroon,0.93
2006-06,Congo,0.35
2006-06,Mozambique,1.72
2006-06,Cambodia,12.44
2006-06,Belarus,9.33
2006-06,Iceland,2.0
2006-06,Papua New Guinea,1.96
2006-06,Gabon,0.4
2006-06,Nicaragua,0.0
2006-06,Ireland,5.47
2006-06,Armenia,0.0
2006-06,Greece,108.05
2006-06,Kyrgyzstan,2.58
2006-06,Lao PDR,4.53
2006-06,Aruba,3.11
2006-06,Haiti,0.04
2006-06,Fiji,0.02
2006-06,Chad,0.35
2006-06,Mongolia,9.93
2006-06,Luxembourg,2.3
2006-06,Suriname,0.99
2006-06,Tajikistan,1.3
2006-06,Malawi,0.4
2006-06,Comoros,0.02
2006-06,Burundi,0.03
2006-06,Mauritania,0.36
2006-06,Eritrea,0.0
2006-09,China,599.98
2006-09,Japan,765.22
2006-09,"Taiwan, China",423.31
2006-09,Russian Federation,389.16
2006-09,South Korea,14.27
2006-09,Saudi Arabia,142.95
2006-09,India,357.75
2006-09,Hong Kong SAR,2.08
2006-09,Singapore,127.4
2006-09,Mexico,3.36
2006-09,Malaysia,36.39
2006-09,Brazil,33.6
2006-09,Algeria,173.64
2006-09,Thailand,83.98
2006-09,Turkey,116.1
2006-09,United Kingdom,310.26
2006-09,United States of America,8133.46
2006-09,Libya,143.82
2006-09,Norway,0.0
2006-09,Poland,102.89
2006-09,Australia,79.78
2006-09,Germany,3422.51
2006-09,Indonesia,78.69
2006-09,Nigeria,21.37
2006-09,France,2757.58
2006-09,Switzerland,1290.09
2006-09,Canada,3.39
2006-09,Czech Republic,13.47
2006-09,Denmark,66.55
2006-09,Venezuela,356.75
2006-09,Argentina,54.74
2006-09,United Arab Emirates,0.0
2006-09,Italy,2451.84
2006-09,Romania,104.69
2006-09,Egypt,75.61
2006-09,Sweden,160.5
2006-09,South Africa,124.07
2006-09,Hungary,3.08
2006-09,Morocco,22.02
2006-09,Philippines,142.3
2006-09,Ukraine,25.19
2006-09,Chile,0.25
2006-09,Syrian Arab Republic,25.91
2006-09,Colombia,6.9
2006-09,Peru,34.68
2006-09,Iraq,5.87
2006-09,Lebanon,286.83
2006-09,Slovakia,35.12
2006-09,Kazakhstan,59.81
2006-09,Pakistan,65.31
2006-09,Kuwait,78.96
2006-09,Spain,430.94
2006-09,Croatia,0.0
2006-09,Netherlands,654.94
2006-09,Bulgaria,39.78
2006-09,Serbia,12.8
2006-09,Belgium,227.68
2006-09,Slovenia,5.05
2006-09,Yemen,1.56
2006-09,Austria,288.73
2006-09,Tunisia,6.77
2006-09,Trinidad and Tobago,1.91
2006-09,Finland,49.14
2006-09,Jordan,12.73
2006-09,Qatar,0.59
2006-09,Cyprus,14.47
2006-09,Oman,0.02
2006-09,Lithuania,5.78
2006-09,Guatemala,6.86
2006-09,Latvia,7.74
2006-09,Bosnia and Herzegovina,0.0
2006-09,Bangladesh,3.5
2006-09,Uruguay,0.26
2006-09,Malta,0.19
2006-09,Costa Rica,0.06
2006-09,Honduras,0.67
2006-09,Sri Lanka,5.18
2006-09,Kenya,0.02
2006-09,Estonia,0.25
2006-09,Bolivia,28.34
2006-09,Ecuador,26.27
2006-09,Bahrain,4.67
2006-09,Dominican Republic,0.57
2006-09,El Salvador,7.25
2006-09,Portugal,382.57
2006-09,Nepal,0.0
2006-09,Azerbaijan,0.0
2006-09,Ghana,8.74
2006-09,North Macedonia,6.79
2006-09,Albania,2.15
2006-09,Congo,0.35
2006-09,Paraguay,0.0
2006-09,Cameroon,0.93
2006-09,Mauritius,1.92
2006-09,Papua New Guinea,1.96
2006-09,Cambodia,12.44
2006-09,Mozambique,2.96
2006-09,Gabon,0.4
2006-09,Belarus,9.33
2006-09,Iceland,2.0
2006-09,Nicaragua,0.0
2006-09,Armenia,0.0
2006-09,Ireland,5.47
2006-09,Greece,108.08
2006-09,Kyrgyzstan,2.58
2006-09,Mongolia,7.08
2006-09,Chad,0.35
2006-09,Aruba,3.11
2006-09,Lao PDR,6.53
2006-09,Haiti,0.04
2006-09,Fiji,0.02
2006-09,Luxembourg,2.33
2006-09,Suriname,1.11
2006-09,Tajikistan,1.26
2006-09,Malawi,0.4
2006-09,Mauritania,0.36
2006-09,Comoros,0.02
2006-09,Burundi,0.03
2006-09,Eritrea,0.0
2006-12,China,599.98
2006-12,Japan,765.22
2006-12,Russian Federation,401.48
2006-12,"Taiwan, China",423.31
2006-12,South Korea,13.0
2006-12,Saudi Arabia,142.95
2006-12,India,357.75
2006-12,Singapore,127.4
2006-12,Hong Kong SAR,2.08
2006-12,Brazil,33.6
2006-12,Malaysia,36.39
2006-12,Algeria,173.64
2006-12,Mexico,2.88
2006-12,Thailand,83.98
2006-12,Turkey,116.1
2006-12,Libya,143.82
2006-12,United Kingdom,310.25
2006-12,Norway,0.0
2006-12,United States of America,8133.46
2006-12,Australia,79.78
2006-12,Poland,102.89
2006-12,France,2719.76
2006-12,Nigeria,21.37
2006-12,Germany,3422.51
2006-12,Indonesia,73.09
2006-12,Switzerland,1290.09
2006-12,Canada,3.39
2006-12,Czech Republic,13.46
2006-12,Argentina,54.74
2006-12,Denmark,66.55
2006-12,Venezuela,357.07
2006-12,Romania,104.69
2006-12,United Arab Emirates,0.0
2006-12,Italy,2451.84
2006-12,Sweden,158.5
2006-12,Egypt,75.61
2006-12,South Africa,124.1
2006-12,Ukraine,25.19
2006-12,Hungary,3.08
2006-12,Morocco,22.02
2006-12,Philippines,143.73
2006-12,Iraq,5.87
2006-12,Chile,0.25
2006-12,Kazakhstan,67.34
2006-12,Peru,34.68
2006-12,Syrian Arab Republic,25.91
2006-12,Colombia,6.9
2006-12,Lebanon,286.83
2006-12,Slovakia,35.12
2006-12,Kuwait,78.96
2006-12,Serbia,11.8
2006-12,Pakistan,65.31
2006-12,Croatia,0.0
2006-12,Bulgaria,39.78
2006-12,Spain,416.75
2006-12,Netherlands,640.94
2006-12,Belgium,227.68
2006-12,Yemen,1.56
2006-12,Slovenia,5.05
2006-12,Austria,288.73
2006-12,Tunisia,6.77
2006-12,Jordan,12.73
2006-12,Trinidad and Tobago,1.91
2006-12,Finland,49.14
2006-12,Lithuania,5.78
2006-12,Cyprus,14.47
2006-12,Qatar,0.59
2006-12,Oman,0.02
2006-12,Latvia,7.74
2006-12,Guatemala,6.86
2006-12,Bangladesh,3.5
2006-12,Bosnia and Herzegovina,0.0
2006-12,Costa Rica,0.12
2006-12,Uruguay,0.26
2006-12,Malta,0.17
2006-12,Bahrain,4.67
2006-12,Estonia,0.25
2006-12,Sri Lanka,5.18
2006-12,Honduras,0.67
2006-12,Bolivia,28.34
2006-12,Azerbaijan,0.0
2006-12,Kenya,0.02
2006-12,Iceland,2.0
2006-12,Dominican Republic,0.57
2006-12,Ghana,8.74
2006-12,Portugal,382.57
2006-12,Nepal,0.0
2006-12,Congo,0.35
2006-12,El Salvador,7.25
2006-12,Albania,2.15
2006-12,North Macedonia,6.79
2006-12,Cameroon,0.93
2006-12,Paraguay,0.0
2006-12,Ecuador,26.27
2006-12,Papua New Guinea,1.96
2006-12,Mauritius,1.92
2006-12,Cambodia,12.44
2006-12,Mozambique,2.96
2006-12,Gabon,0.4
2006-12,Armenia,0.0
2006-12,Belarus,15.55
2006-12,Nicaragua,0.0
2006-12,Kyrgyzstan,2.58
2006-12,Ireland,5.47
2006-12,Chad,0.35
2006-12,Mongolia,6.67
2006-12,Greece,111.75
2006-12,Haiti,0.04
2006-12,Lao PDR,6.53
2006-12,Aruba,3.11
2006-12,Fiji,0.02
2006-12,Luxembourg,2.3
2006-12,Suriname,1.07
2006-12,Mauritania,0.36
2006-12,Tajikistan,1.4
2006-12,Malawi,0.4
2006-12,Burundi,0.03
2006-12,Comoros,0.02
2006-12,Eritrea,0.0
2007-03,China,599.98
2007-03,Japan,765.22
2007-03,Russian Federation,400.27
2007-03,"Taiwan, China",423.31
2007-03,South Korea,13.0
2007-03,Saudi Arabia,142.95
2007-03,India,357.75
2007-03,Singapore,127.4
2007-03,Hong Kong SAR,2.08
2007-03,Brazil,33.6
2007-03,Malaysia,36.39
2007-03,Algeria,173.64
2007-03,Mexico,3.59
2007-03,Thailand,83.98
2007-03,Turkey,116.1
2007-03,Libya,143.82
2007-03,United Kingdom,310.25
2007-03,Norway,0.0
2007-03,Australia,79.78
2007-03,United States of America,8133.46
2007-03,Poland,102.89
2007-03,Indonesia,73.09
2007-03,France,2688.91
2007-03,Nigeria,21.37
2007-03,Germany,3422.51
2007-03,Canada,3.39
2007-03,Switzerland,1290.09
2007-03,Argentina,54.74
2007-03,United Arab Emirates,0.0
2007-03,Czech Republic,13.45
2007-03,Denmark,66.55
2007-03,Romania,104.69
2007-03,Italy,2451.84
2007-03,Sweden,156.2
2007-03,Egypt,75.61
2007-03,Venezuela,356.75
2007-03,South Africa,124.1
2007-03,Hungary,3.08
2007-03,Ukraine,25.19
2007-03,Philippines,140.79
2007-03,Kuwait,78.96
2007-03,Morocco,22.02
2007-03,Kazakhstan,67.99
2007-03,Colombia,6.88
2007-03,Peru,34.68
2007-03,Iraq,5.87
2007-03,Syrian Arab Republic,25.91
2007-03,Slovakia,35.12
2007-03,Chile,0.25
2007-03,Lebanon,286.83
2007-03,Croatia,0.0
2007-03,Pakistan,65.31
2007-03,Serbia,11.9
2007-03,Bulgaria,39.78
2007-03,Spain,376.94
2007-03,Netherlands,640.94
2007-03,Belgium,227.64
2007-03,Yemen,1.56
2007-03,Austria,288.73
2007-03,Jordan,12.73
2007-03,Tunisia,6.77
2007-03,Finland,49.14
2007-03,Oman,0.02
2007-03,Lithuania,5.78
2007-03,Trinidad and Tobago,1.91
2007-03,Qatar,8.36
2007-03,Cyprus,14.47
2007-03,Latvia,7.74
2007-03,Bangladesh,3.5
2007-03,Guatemala,6.86
2007-03,Bosnia and Herzegovina,0.0
2007-03,Costa Rica,0.06
2007-03,Uruguay,0.26
2007-03,Bolivia,28.34
2007-03,Sri Lanka,5.18
2007-03,Bahrain,4.67
2007-03,Malta,0.19
2007-03,Estonia,0.25
2007-03,Honduras,0.67
2007-03,Kenya,0.02
2007-03,Dominican Republic,0.57
2007-03,Iceland,2.0
2007-03,Azerbaijan,0.0
2007-03,Portugal,382.57
2007-03,Nepal,0.0
2007-03,Cameroon,0.93
2007-03,Paraguay,0.0
2007-03,El Salvador,7.25
2007-03,Congo,0.35
2007-03,Albania,2.15
2007-03,North Macedonia,6.79
2007-03,Ghana,8.74
2007-03,Ecuador,26.27
2007-03,Mauritius,1.92
2007-03,Papua New Guinea,1.96
2007-03,Belarus,13.24
2007-03,Cambodia,12.44
2007-03,Mozambique,2.96
2007-03,Gabon,0.4
2007-03,Slovenia,3.19
2007-03,Armenia,0.0
2007-03,Chad,0.35
2007-03,Nicaragua,0.0
2007-03,Mongolia,4.01
2007-03,Kyrgyzstan,2.58
2007-03,Ireland,5.47
2007-03,Greece,111.94
2007-03,Lao PDR,6.53
2007-03,Haiti,0.04
2007-03,Aruba,3.11
2007-03,Fiji,0.02
2007-03,Suriname,1.11
2007-03,Luxembourg,2.3
2007-03,Mauritania,0.36
2007-03,Malawi,0.4
2007-03,Burundi,0.03
2007-03,Comoros,0.02
2007-03,Tajikistan,1.36
2007-03,Eritrea,0.0
2007-06,China,599.98
2007-06,Japan,765.22
2007-06,Russian Federation,406.92
2007-06,"Taiwan, China",423.31
2007-06,South Korea,13.0
2007-06,Saudi Arabia,142.95
2007-06,India,357.75
2007-06,Brazil,33.6
2007-06,Singapore,127.4
2007-06,Hong Kong SAR,2.08
2007-06,Malaysia,36.39
2007-06,Algeria,173.64
2007-06,Mexico,3.29
2007-06,Thailand,83.98
2007-06,United Kingdom,310.26
2007-06,Libya,143.82
2007-06,Turkey,116.1
2007-06,Australia,79.81
2007-06,Norway,0.0
2007-06,United States of America,8133.46
2007-06,Poland,102.89
2007-06,Indonesia,73.09
2007-06,Germany,3420.58
2007-06,France,2667.1
2007-06,United Arab Emirates,0.0
2007-06,Nigeria,21.37
2007-06,Argentina,54.74
2007-06,Canada,3.39
2007-06,Switzerland,1276.19
2007-06,Denmark,66.55
2007-06,Czech Republic,13.41
2007-06,Romania,104.66
2007-06,Italy,2451.84
2007-06,Egypt,75.61
2007-06,Sweden,153.4
2007-06,South Africa,124.13
2007-06,Ukraine,25.44
2007-06,Philippines,140.14
2007-06,Hungary,3.08
2007-06,Morocco,22.02
2007-06,Peru,34.68
2007-06,Iraq,5.87
2007-06,Kazakhstan,69.86
2007-06,Kuwait,78.96
2007-06,Colombia,6.88
2007-06,Chile,0.25
2007-06,Syrian Arab Republic,25.91
2007-06,Slovakia,35.12
2007-06,Venezuela,356.75
2007-06,Pakistan,65.32
2007-06,Lebanon,286.83
2007-06,Croatia,0.0
2007-06,Bulgaria,39.78
2007-06,Serbia,11.9
2007-06,Spain,306.49
2007-06,Netherlands,640.94
2007-06,Belgium,227.64
2007-06,Austria,284.75
2007-06,Yemen,1.56
2007-06,Jordan,12.73
2007-06,Oman,0.02
2007-06,Tunisia,6.77
2007-06,Finland,49.14
2007-06,Trinidad and Tobago,1.91
2007-06,Lithuania,5.78
2007-06,Qatar,11.94
2007-06,Cyprus,14.47
2007-06,Bangladesh,3.5
2007-06,Latvia,7.74
2007-06,Guatemala,6.9
2007-06,Bosnia and Herzegovina,0.0
2007-06,Costa Rica,0.06
2007-06,Uruguay,0.26
2007-06,Bolivia,28.34
2007-06,Sri Lanka,5.18
2007-06,Bahrain,4.67
2007-06,Estonia,0.25
2007-06,Azerbaijan,0.0
2007-06,Malta,0.19
2007-06,Kenya,0.02
2007-06,Dominican Republic,0.57
2007-06,Honduras,0.67
2007-06,Ecuador,26.27
2007-06,Iceland,1.99
2007-06,Cameroon,0.93
2007-06,Paraguay,0.0
2007-06,El Salvador,7.25
2007-06,Belarus,13.73
2007-06,Congo,0.35
2007-06,Ghana,8.74
2007-06,Nepal,0.0
2007-06,Portugal,382.57
2007-06,Albania,2.15
2007-06,North Macedonia,6.79
2007-06,Mauritius,1.92
2007-06,Papua New Guinea,1.96
2007-06,Cambodia,12.44
2007-06,Mozambique,3.27
2007-06,Armenia,0.0
2007-06,Gabon,0.4
2007-06,Slovenia,3.19
2007-06,Nicaragua,0.0
2007-06,Chad,0.35
2007-06,Mongolia,4.9
2007-06,Kyrgyzstan,2.58
2007-06,Ireland,5.6
2007-06,Greece,112.1
2007-06,Lao PDR,6.53
2007-06,Haiti,0.04
2007-06,Fiji,0.02
2007-06,Aruba,3.11
2007-06,Suriname,1.13
2007-06,Luxembourg,2.3
2007-06,Malawi,0.4
2007-06,Mauritania,0.36
2007-06,Burundi,0.03
2007-06,Comoros,0.02
2007-06,Eritrea,0.0
2007-06,Tajikistan,1.52
2007-09,China,599.98
2007-09,Japan,765.22
2007-09,Russian Federation,428.54
2007-09,Saudi Arabia,142.95
2007-09,"Taiwan, China",423.31
2007-09,South Korea,14.27
2007-09,India,357.75
2007-09,Brazil,33.6
2007-09,Singapore,127.4
2007-09,Hong Kong SAR,2.08
2007-09,Algeria,173.64
2007-09,Malaysia,36.39
2007-09,Mexico,4.07
2007-09,Thailand,83.98
2007-09,Libya,143.82
2007-09,Turkey,116.1
2007-09,United Kingdom,310.26
2007-09,Norway,0.0
2007-09,United States of America,8133.46
2007-09,Poland,102.89
2007-09,Indonesia,73.09
2007-09,France,2642.53
2007-09,United Arab Emirates,0.0
2007-09,Nigeria,21.37
2007-09,Australia,79.81
2007-09,Germany,3417.37
2007-09,Switzerland,1177.17
2007-09,Argentina,54.74
2007-09,Canada,3.39
2007-09,Romania,104.66
2007-09,Denmark,66.55
2007-09,Czech Republic,13.35
2007-09,Ukraine,25.63
2007-09,Italy,2451.84
2007-09,Egypt,75.61
2007-09,Philippines,126.89
2007-09,South Africa,124.13
2007-09,Sweden,150.7
2007-09,Iraq,5.87
2007-09,Peru,34.68
2007-09,Hungary,3.08
2007-09,Morocco,22.02
2007-09,Venezuela,356.75
2007-09,Colombia,6.87
2007-09,Kuwait,78.96
2007-09,Slovakia,35.12
2007-09,Kazakhstan,62.71
2007-09,Syrian Arab Republic,25.91
2007-09,Chile,0.25
2007-09,Bulgaria,39.78
2007-09,Pakistan,65.32
2007-09,Lebanon,286.83
2007-09,Serbia,12.0
2007-09,Croatia,0.0
2007-09,Spain,281.61
2007-09,Netherlands,640.94
2007-09,Belgium,227.64
2007-09,Austria,279.99
2007-09,Tunisia,6.77
2007-09,Yemen,1.56
2007-09,Oman,0.02
2007-09,Jordan,12.73
2007-09,Finland,49.14
2007-09,Lithuania,5.78
2007-09,Trinidad and Tobago,1.91
2007-09,Qatar,10.86
2007-09,Cyprus,14.47
2007-09,Latvia,7.74
2007-09,Bangladesh,3.5
2007-09,Bosnia and Herzegovina,0.0
2007-09,Guatemala,6.86
2007-09,Bolivia,28.34
2007-09,Costa Rica,0.07
2007-09,Uruguay,0.26
2007-09,Estonia,0.25
2007-09,Azerbaijan,0.0
2007-09,Bahrain,4.67
2007-09,Dominican Republic,0.57
2007-09,Malta,0.19
2007-09,Ecuador,26.27
2007-09,Kenya,0.02
2007-09,Sri Lanka,5.18
2007-09,Cameroon,0.93
2007-09,Honduras,0.67
2007-09,Iceland,1.99
2007-09,El Salvador,7.25
2007-09,Paraguay,0.0
2007-09,Albania,2.15
2007-09,Congo,0.35
2007-09,North Macedonia,6.79
2007-09,Nepal,0.0
2007-09,Belarus,7.77
2007-09,Papua New Guinea,1.96
2007-09,Mauritius,1.92
2007-09,Ghana,8.74
2007-09,Cambodia,12.44
2007-09,Mozambique,3.27
2007-09,Armenia,0.0
2007-09,Gabon,0.4
2007-09,Portugal,382.57
2007-09,Slovenia,3.19
2007-09,Nicaragua,0.0
2007-09,Chad,0.35
2007-09,Kyrgyzstan,2.58
2007-09,Mongolia,5.78
2007-09,Ireland,5.47
2007-09,Greece,112.19
2007-09,Lao PDR,6.53
2007-09,Haiti,0.04
2007-09,Fiji,0.02
2007-09,Suriname,1.17
2007-09,Aruba,3.11
2007-09,Luxembourg,2.3
2007-09,Mauritania,0.36
2007-09,Malawi,0.4
2007-09,Burundi,0.03
2007-09,Comoros,0.02
2007-09,Eritrea,0.0
2007-09,Tajikistan,1.54
2007-12,China,599.98
2007-12,Japan,765.22
2007-12,Russian Federation,450.34
2007-12,Saudi Arabia,142.95
2007-12,"Taiwan, China",423.31
2007-12,India,357.75
2007-12,South Korea,14.27
2007-12,Brazil,33.6
2007-12,Singapore,127.4
2007-12,Hong Kong SAR,2.08
2007-12,Algeria,173.64
2007-12,Malaysia,36.39
2007-12,Mexico,3.69
2007-12,Thailand,83.98
2007-12,Libya,143.82
2007-12,United Arab Emirates,0.0
2007-12,Turkey,116.1
2007-12,United Kingdom,310.26
2007-12,Poland,102.89
2007-12,Norway,0.0
2007-12,United States of America,8133.46
2007-12,Indonesia,73.09
2007-12,Nigeria,21.37
2007-12,France,2603.06
2007-12,Argentina,54.74
2007-12,Switzerland,1145.2
2007-12,Germany,3417.37
2007-12,Canada,3.39
2007-12,Romania,103.71
2007-12,Czech Republic,13.34
2007-12,Denmark,66.55
2007-12,Ukraine,26.03
2007-12,Iraq,5.87
2007-12,Philippines,131.67
2007-12,Egypt,75.61
2007-12,South Africa,124.26
2007-12,Italy,2451.84
2007-12,Sweden,148.8
2007-12,Peru,34.68
2007-12,Australia,79.81
2007-12,Venezuela,356.75
2007-12,Morocco,22.02
2007-12,Hungary,3.08
2007-12,Colombia,6.87
2007-12,Slovakia,35.12
2007-12,Syrian Arab Republic,25.91
2007-12,Chile,0.25
2007-12,Kuwait,78.96
2007-12,Bulgaria,39.79
2007-12,Kazakhstan,69.55
2007-12,Pakistan,65.43
2007-12,Serbia,12.0
2007-12,Croatia,0.0
2007-12,Lebanon,286.83
2007-12,Spain,281.61
2007-12,Austria,279.99
2007-12,Belgium,227.61
2007-12,Netherlands,621.44
2007-12,Oman,0.02
2007-12,Qatar,12.41
2007-12,Tunisia,6.77
2007-12,Yemen,1.56
2007-12,Lithuania,5.79
2007-12,Jordan,14.29
2007-12,Finland,49.14
2007-12,Trinidad and Tobago,1.91
2007-12,Cyprus,14.47
2007-12,Latvia,7.74
2007-12,Bangladesh,3.51
2007-12,Bosnia and Herzegovina,0.0
2007-12,Bolivia,28.34
2007-12,Azerbaijan,0.0
2007-12,Bahrain,4.67
2007-12,Guatemala,6.89
2007-12,Uruguay,0.26
2007-12,Costa Rica,0.06
2007-12,Belarus,8.45
2007-12,Malta,0.5
2007-12,Sri Lanka,5.18
2007-12,Kenya,0.02
2007-12,Estonia,0.25
2007-12,Dominican Republic,0.57
2007-12,Cameroon,0.93
2007-12,Ecuador,26.27
2007-12,Iceland,1.99
2007-12,Honduras,0.67
2007-12,Paraguay,0.0
2007-12,Congo,0.35
2007-12,El Salvador,7.25
2007-12,Albania,2.15
2007-12,North Macedonia,6.79
2007-12,Papua New Guinea,1.96
2007-12,Nepal,0.0
2007-12,Ghana,8.74
2007-12,Cambodia,12.44
2007-12,Mauritius,1.92
2007-12,Armenia,0.0
2007-12,Mozambique,2.96
2007-12,Portugal,382.54
2007-12,Gabon,0.4
2007-12,Kyrgyzstan,2.58
2007-12,Nicaragua,0.0
2007-12,Slovenia,3.19
2007-12,Chad,0.35
2007-12,Mongolia,7.46
2007-12,Ireland,5.47
2007-12,Greece,112.53
2007-12,Haiti,0.04
2007-12,Lao PDR,6.53
